Google Scholar Profile URL,Photo URL,Name,Affiliation,Email Verfication,# Citations,Research Field 1,Research Field 2,Research Field 3,Research Field 4,Research Field 5,Credit,,,,,,,,
https://scholar.google.com/citations?hl=en&user=EbXYlR0AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=EbXYlR0AAAAJ&citpid=1,Baris Celiktas,İstanbul Technical University,Verified email at itu.edu.tr,37,Cyber Security,Network Security,Cloud Security,Malware Analysis,Cryptography,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=uXE3oicAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,"Xiaojie Guo, 郭晓杰",Nankai University,Verified email at mail.nankai.edu.cn,37,Cryptography,Secure Computation,Privacy,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=ttDNBecAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ttDNBecAAAAJ&citpid=1,Gayathri Garimella,Oregon State University,Verified email at oregonstate.edu,37,Cryptography,Secure Multiparty Computation,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=bkeXFVgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=bkeXFVgAAAAJ&citpid=3,John Prakash,Anna University,Verified email at annauniv.edu,36,Cryptography,Information Retrieval,Computer Networks,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=2Anmv_kAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=2Anmv_kAAAAJ&citpid=3,Ammar M. Raheema,College of Engineering/University of Kerbala,Verified email at uokerbala.edu.iq,36,Cryptography,Information Security,Secure Wireless Communication,Digital Modulation Techniques,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=p8NlZhcAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=p8NlZhcAAAAJ&citpid=3,Manali Jayeshkumar Dubal,Marwadi University,Verified email at marwadieducation.edu.in,35,Information Security,Cryptography,Web mining,Data warehousing,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=lxg6mCsAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Marcin Słowik,Wrocław University of Science and Technology,Verified email at pwr.edu.pl,35,Cryptography,Privacy,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=Eta5wgUAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Bin Hu,Beihang University,Verified email at buaa.edu.cn,35,Cryptography,Blockchain,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=euiR7_8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=euiR7_8AAAAJ&citpid=2,Utku Gülen,Res. Asst. Bahçeşehir University,Verified email at bahcesehir.edu.tr,34,Cryptography,,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=8nxpEPUAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=8nxpEPUAAAAJ&citpid=2,Shahram Jahani,Universiti Central Florida (UCF),Verified email at ucf.edu,33,Cryptography,Computer Algebra,High performance Computation,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=vKYxslMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=vKYxslMAAAAJ&citpid=2,Mohammed Hazim AL Jammas,"Ninevah University, Mosul, IRAQ",Verified email at uoninevah.edu.iq,33,Information System,Encoder and Decoder,Cryptography,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=4eHtuUEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=4eHtuUEAAAAJ&citpid=1,Fateh Ali,Xi'an jiaotong University,Verified email at stu.xjtu.edu.cn,33,Fluid Mechanics,Coating,Roll Coating,Numerical Analysis,cryptography,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=GQv28pcAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=GQv28pcAAAAJ&citpid=3,Rachit Garg,The University of Texas at Austin,Verified email at cs.utexas.edu,33,Cryptography,,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=AH-DrHsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=AH-DrHsAAAAJ&citpid=3,Kaiyi Zhang (张凯羿),Shanghai Jiao Tong University,Verified email at sjtu.edu.cn,32,Cryptography,,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=hf_lSrQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=hf_lSrQAAAAJ&citpid=2,Nada Abdul Aziz Mustafa,University of Baghdad- College of language,Verified email at colang.uobaghdad.edu.iq,31,Computer Science,cryptography,steganography,image processing,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=znsv7EIAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Kaiyan Shi,University of Maryland,Verified email at umd.edu,31,quantum computing,cryptography,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=aU1vwEMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=aU1vwEMAAAAJ&citpid=1,Omar Fitian Rashid,"Department of Computer Technology Engineering, Al Hikma University College",Verified email at hiuc.edu.iq,31,Intrusion Detection System,Cryptography,Steganography,Security,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=gTY7t8gAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=gTY7t8gAAAAJ&citpid=2,Yamini Ravishankar,"Graduate Teaching Assistant, George Mason University",Verified email at gmu.edu,30,Cryptography,Hardware architecture,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=pfuzLrQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=pfuzLrQAAAAJ&citpid=2,Ebrahim A. Hasan Abdulrahman,"Department of Computer Engineering, The university of Bahrain,",Verified email at uob.edu.bh,30,cryptography,arithmetic computing,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=eShMG8oAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=eShMG8oAAAAJ&citpid=9,Muhammad Dilbar,"Khwaja Fareed University of Engineering and Information Technology, Rahimyar Khan …",Verified email at gsec.edu.pk,30,Algebra,Topology,Cryptography,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=EyotsSsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=EyotsSsAAAAJ&citpid=1,Mi-Ying (Miryam) Huang,University of Southern California,Verified email at usc.edu,30,cryptography,complexity,computational biology,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=qYoya6kAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=qYoya6kAAAAJ&citpid=2,Richard Bryann Chua,University of the Philippines Manila,Verified email at up.edu.ph,29,Algorithms,Cryptography,Computational Complexity,Computer Security,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=szEuVc4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=szEuVc4AAAAJ&citpid=2,John Maheswaran,Yale University,Verified email at yale.edu,29,security,systems,distributed systems,cryptography,blockchain,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=XtMoQx8AAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Mohammad Zaheri,"Dept. of Computer Science, Georgetown University",Verified email at georgetown.edu,29,Cryptography,Data privacy,Differential privacy,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=0TJl35MAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Ahmed S. Nori,University of Mosul,Verified email at uomosul.edu.iq,29,Computer Security,Information Hiding,Cryptography,Image Processing,IoT,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=HovyovwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=HovyovwAAAAJ&citpid=1,Harold Triedman,"Alumni, Brown University",Verified email at alumni.brown.edu,28,AI/ML,Privacy,Cryptography,CS for Social Good,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=V_2VwU8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=V_2VwU8AAAAJ&citpid=8,Ruta Jawale,University of Illinois Urbana-Champaign,Verified email at illinois.edu,28,Cryptography,,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=ntz9vYsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ntz9vYsAAAAJ&citpid=1,Samah Massadeh,Al-Balqa' Applied University,Verified email at fet.edu.jo,27,Cloud Computing,Network Security,Cryptography,Encryption,Audio Steganography,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=2xL_Z9wAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Majedah Alkharji,The Catholic University of America,Verified email at cua.edu,27,Computer Science,Information Security,Cryptography,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=Ft99JvgAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Sura Mazin Ali,Mustansiriyah University,Verified email at uomustansiriyah.edu.iq,27,Artificial Intelligence,Cryptography,Data Security,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=PJevMKsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=PJevMKsAAAAJ&citpid=3,Anindya Shankar Bhandari,Columbia University; Millennium Management,Verified email at columbia.edu,26,Cryptography,Security,Machine Learning,Natural Language Processing,Information Retrieval,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=qXbxv1QAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Xinyu Feng,Peking University,Verified email at pku.edu.cn,26,Cryptography,,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=CNJ58ZMAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Nour M. Khafajah,Imam Abdulrahman Bin Faisal University,Verified email at iau.edu.sa,26,Cryptography,Cyber Security,Network Security,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=QBwwBxQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=QBwwBxQAAAAJ&citpid=1,Yanqi Gu,University of California Irvine(UCI),Verified email at uci.edu,25,Cryptography,,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=ococ6RQAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Mark Creado,Monash University,Verified email at monash.edu,25,Cryptography,Network Security,Smart Infrastructure,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=h7VN_xkAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=h7VN_xkAAAAJ&citpid=2,Aaron Lindsey,"Georgia Institute of Technology, Texas A&M University",Verified email at gatech.edu,24,Computer Security,Cryptography,Distributed Systems,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=AJkjWIQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=AJkjWIQAAAAJ&citpid=7,Haoxing LIN,National University of Singapore,Verified email at comp.nus.edu.sg,24,Machine Learning,Cryptography,Game Theory,Graph Theory,Data Mining,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=cmyJ_eIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=cmyJ_eIAAAAJ&citpid=1,Manolya ATALAY,Middle East Technical University,Verified email at metu.edu.tr,24,Cybersecurity,IoT Security,Cryptography,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=UcADtHwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=UcADtHwAAAAJ&citpid=8,Tianyi Liu,Texas A&M University,Verified email at tamu.edu,24,cryptography,,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=mRxNsAsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=mRxNsAsAAAAJ&citpid=1,Jacek Tchórzewski,"AGH University of Science and Technology, Cracow University of Technology",Verified email at pk.edu.pl,23,Cryptography,Cloud Systems,Artificial Neural Networks,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=_vwLguUAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Arash Mirzaei,Monash University,Verified email at monash.edu,23,cyber security,cryptography,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=ko3G0roAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ko3G0roAAAAJ&citpid=3,Alexander Hoover,University of Chicago,Verified email at uchicago.edu,23,Cryptography,,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=RwnDKIgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=RwnDKIgAAAAJ&citpid=1,Fara Jamal,Universiti Putra Malaysia,Verified email at student.upm.edu.my,22,BYOD,Cryptography,Access Control,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=lPTx6GAAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Siddarth Ravichandran,"University of California, San Diego",Verified email at eng.ucsd.edu,21,Machine Learning,Computer Vision,Game theory,Cryptography,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=399XvyoAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=399XvyoAAAAJ&citpid=1,Raudel Cuiman Márquez,Universidad Tecnológica de La Habana José Antonio Echeverría (CUJAE),Verified email at automatica.cujae.edu.cu,21,embedded systems,reconfigurable hardware,cryptography,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=7TRwmusAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=7TRwmusAAAAJ&citpid=1,RAJENDRA KUMAR,"Center for Quantum Technologies, National University of Singapore",Verified email at nus.edu.sg,21,Lattices,Cryptography,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=WRzFiugAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=WRzFiugAAAAJ&citpid=4,N. Gamze Orhon Kılıç,"Middle East Technical University, Institute of Applied Mathematics, Cryptography, Ph.D …",Verified email at metu.edu.tr,20,Cryptography,computer science,mathemathics,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=hLj1LsMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=hLj1LsMAAAAJ&citpid=1,Mateusz Godzik,AGH University of Science and Technology,Verified email at agh.edu.pl,20,Cryptography,Security,Software engineering.,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=8C4ogO8AAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Mohammed A. Jaela,"M.Sc in electronics engineering, German University in Cairo",Verified email at student.guc.edu.eg,20,Cryptography,IC digital design,Biomedical,Embedded Systems,PCB Design,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=2XYi4wEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=2XYi4wEAAAAJ&citpid=1,Malik Murtaza,National University of Sciences & Technology,Verified email at seecs.edu.pk,20,Information security,Cybersecurity,Cryptography,Computer & Network security,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=XQdb5MMAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Ivan Geffner,Cornell University,Verified email at cornell.edu,20,Game Theory,Algorithmic Game Theory,Distributed Computing,Cryptography,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=BzK2rH0AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=BzK2rH0AAAAJ&citpid=3,Tailin Niu,National University of Defense Technology,Verified email at nudt.edu.cn,19,Finite Fields,Boolean Functions,Permutation Polynomials,Cryptography,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=YF18WuoAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Anes Shaker,university of anbar,Verified email at uoanbar.edu.iq,19,computer science,security,cryptography,steganography,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=66bWZmgAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Abel O. Gomez Rivera,The University of Texas at El Paso,Verified email at miners.utep.edu,19,Cyber-Physical Systems,Cryptography,CyberSecurity,Blockchain,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=AYHga7UAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=AYHga7UAAAAJ&citpid=1,Arup Mondal,Ashoka University,Verified email at ashoka.edu.in,19,Cryptography,Secure Multiparty Computation,Verifiable Cryptography,Quantum Computing,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=PUi9jlQAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Saptarshi Biswas,Iowa State University,Verified email at iastate.edu,19,Artificial Intelligence,Nucleic Acid Memory,Theory of Computation,Molecular Programing,Cryptography,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=IqnzKVEAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Minh L. Nguyen,Purdue University,Verified email at purdue.edu,19,cryptography,bioinformatics,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=40pN36oAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=40pN36oAAAAJ&citpid=2,Turgut Hanoymak,Yuzuncu Yıl University,Verified email at yyu.edu.tr,18,Cryptography,Public Key Encryption,Finite Fields,Number Theory,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=3QFvWHsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=3QFvWHsAAAAJ&citpid=1,Dr.Sanal Kumar,"University of Technology and Applied Sciences - Ibri, Oman",Verified email at ibrict.edu.om,18,Measure theory,Graph Theory,Cryptography,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=UxCEqrsAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Michael Yankoski,University of Notre Dame,Verified email at nd.edu,18,International Peace Studies,Ethics,Environmental Ethics,Cryptography,Blockchain,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=6OuH2nMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=6OuH2nMAAAAJ&citpid=1,Maria Imdad,Universiti Tun Hussein Onn Malaysia,Verified email at siswa.uthm.edu.my,18,Cryptography,Cryptanalysis,Wireless Sensor Networks,Software Engineering,Machine Learning,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=YAGmuiYAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Minahil,COMSATS University Islamabad,Verified email at students.cuisahiwal.edu.pk,18,Network Security,Cryptography,Authentication Protocol.,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=uUxqkFEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=uUxqkFEAAAAJ&citpid=1,Robert Steven Owor,Albany State University,Verified email at asurams.edu,17,Computer Science,Computer Security,Information Assurance,Cryptography,Digital Forensics,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=Pea4zcwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=Pea4zcwAAAAJ&citpid=2,Erdener Uyan,Middle East Technical University,Verified email at metu.edu.tr,17,Cryptography,Information Security,Applied Mathematics,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=MWC0Gv4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=MWC0Gv4AAAAJ&citpid=2,Andriy Lutskiv (Андрій Луцків),Ternopil Ivan Puluj National Technical University Тернопільський національний технічний …,Verified email at tntu.edu.ua,17,Big Data,Java,Linux,HPC,Cryptography,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=9oSNN8gAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=9oSNN8gAAAAJ&citpid=1,Mingming Wang,"Beihang University, School of Electronic and Information Engineering",Verified email at buaa.edu.cn,17,Blockchain,Game Theory,Distributed Computing,Cryptography,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=XeEPNhkAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=XeEPNhkAAAAJ&citpid=1,Marilyn George,Brown University,Verified email at brown.edu,17,Cryptography,Privacy,Security,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=gGzr1xgAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Miguel Zenon Nicanor Lerias Saavedra,Ateneo de Manila University,Verified email at ateneo.edu,17,Big data,networks,cryptography,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=KowrRVgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=KowrRVgAAAAJ&citpid=1,Vidyotma Thakur,"Thapar University, Patiala",Verified email at thapar.edu,17,Blockchain,IoT,Cryptography,WSNs,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=XqeoJpkAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Rudra Prasad Baksi,"University at Buffalo, SUNY",Verified email at buffalo.edu,16,Cryptography,Cybersecurity,Malware Analysis,Machine Learning,Game Theory,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=YEsHtFIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=YEsHtFIAAAAJ&citpid=2,Maximilian (Max) Zinkus,Johns Hopkins University,Verified email at jhu.edu,16,Cryptography,Computer Security,Computer Science Education,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=G44wA1gAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=G44wA1gAAAAJ&citpid=3,Md. Rownak Hossain,"Bsc. In Electrical and Electronic Engineering, Khulna University of Engineering and …",Verified email at hamdarduniversity.edu.bd,16,Microelectronics,Hardware Security,Cryptography,VLSI and Embedded System,FPGA,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=VvOIkCwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=VvOIkCwAAAAJ&citpid=2,Arabind Kumar,"Department of  Mathematics, University of Delhi",Verified email at ncuindia.edu,16,Image Incryption,Cryptography,Wireless Sensor Network,Blockchain & Security,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=9qPgXokAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=9qPgXokAAAAJ&citpid=2,Rommel Evan J. Paje,Bicol University,Verified email at bicol-u.edu.ph,16,Cryptography,IT Security,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=_4UA5DIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=_4UA5DIAAAAJ&citpid=2,Norliana Muslim,Universiti Selangor,Verified email at unisel.edu.my,15,Cryptography,pure mathematics,programming,number theory,computer security,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=BMV00H8AAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Eda Tekin,Karabuk University,Verified email at karabuk.edu.tr,15,sequences,coding theory,cryptography,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=Iv2Q0rEAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Ryndel Amorado,Batangas State University,Verified email at batstate-u.edu.ph,15,Data Security,Cryptography,Data Science,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=qGTkkdgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=qGTkkdgAAAAJ&citpid=3,Qing Fan（范青）,Wuhan University,Verified email at whu.edu.cn,15,cryptography,,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=d4J5UHAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=d4J5UHAAAAAJ&citpid=1,Harish Karthikeyan,New York University,Verified email at nyu.edu,15,Cryptography,Theoretical Computer Science,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=-O4WNZAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=-O4WNZAAAAAJ&citpid=4,Naqash Azeem Khan,Universiti Teknologi PETRONAS,Verified email at utp.edu.my,14,IoT Security,Cryptography,Information Security,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=XiZe4EwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=XiZe4EwAAAAJ&citpid=1,Naveed Khan,Beijing University of Technology,Verified email at student.bahria.edu.pk,14,Authentication,Cryptography,Cloud Computing,Named Data Networking,Wireless Communication,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=NIw2kQ0AAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,TRUSHITA CHAWARE,Dr. Vishwanath Karad MIT World Peace University,Verified email at mitwpu.edu.in,14,Channel coding,Cryptography,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=-UAKL6MAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=-UAKL6MAAAAJ&citpid=1,Yasin Genç,Gazi University,Verified email at gazi.edu.tr,14,Digital Forensic,Bilişim Hukuku,Cryptography,Authentication,V2X Communications,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=pC-C0gcAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=pC-C0gcAAAAJ&citpid=2,Aditya Hegde,Johns Hopkins University,Verified email at cs.jhu.edu,14,Multi-Party Computation,Cryptography,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=N2LAzXEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=N2LAzXEAAAAJ&citpid=4,Hao Chung,Carnegie Mellon University,Verified email at andrew.cmu.edu,14,cryptography,quantum computing,mechanism design,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=Gtde4SkAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=Gtde4SkAAAAJ&citpid=1,Dhurgham Younus,University of Technology,Verified email at grad.uotechnology.edu.iq,14,chaos theory,Cryptography,optical communication,dynamical systems,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=PCgM9kIAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Nikki Sigurdson,University of Massachusetts Amherst,Verified email at umass.edu,14,cryptography,theoretical computer science,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=ppfM6jcAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=ppfM6jcAAAAJ&citpid=3,Halil Kemal Taşkın,Middle East Technical University,Verified email at metu.edu.tr,13,Cryptography,Cryptanalysis,Secure Communication Protocols,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=zJ3alJQAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Yi Tu,Nanyang Technological University,Verified email at e.ntu.edu.sg,13,AI,ML,Blockchain,Cryptography,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=_QAfzPIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=_QAfzPIAAAAJ&citpid=1,Sarasij Maitra,University of Virginia,Verified email at virginia.edu,13,Commutative Algebra,Cryptography,,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=w6BdiJIAAAAJ,https://scholar.google.com/citations/images/avatar_scholar_56.png,Todd Michael Hurst,Curtin University,Verified email at postgrad.curtin.edu.au,12,Optimization,Optimal Control,Cryptography,,,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=JPIDKqQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=JPIDKqQAAAAJ&citpid=3,Hayder Saadi Radeaf,"University of Baghdad, Computer Engineering Department",Verified email at coeng.uobaghdad.edu.iq,12,Computer Hardware,Internet of Things,Embedded Systems,Cryptography,Steganography,C,,,,,,,,
https://scholar.google.com/citations?hl=en&user=0_sdwMEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=small_photo&user=0_sdwMEAAAAJ&citpid=3,Kalyan Roy,North South University,Verified email at northsouth.edu,12,Algorithms,Graph theory,Security,Cryptography,,C,,,,,,,,
