Name,Phone,Address,Description,Website,Social Media
LANDSCAPE COMMUNICATIONS, 714-979-5276 x126,"14771 Plaza Drive, Suite A Tustin, CA 92780
USA",,www.landscapearchitect.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"LDPI, INC.", 7158333340,"4404 ANDERSON DRIVE EAU CLAIRE, WISCONSIN 54703
USA","LDPI Inc. is a family owned business located in Eau Claire, WI. Hazardous, Industrial and Specialty Lighting is our core business; we strive to provide the best quality products and service for our customers.",www.ldpi-inc.com,"{'Facebook': 'https://www.facebook.com/LDPIinc/', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/ldpi-inc/'}"
"LEADSUN TECHNOLOGY CO., LTD", (909) 476-0900,"18351 Colima Road #757 Rowland Heights, CA 91748
USA","Leadsun’s solar-powered LED lighting and power solutions are world leaders in technology and innovation. We have a lighting solution for every application, with technology that performs under the harshest of conditions. Leadsun solar-powered LED lighting and power solutions have revolutionized solar technology with unrivaled quality and cutting-edge technology. The Leadsun team has extensive expertise in solar power energy and LED illumination systems. Leadsun is one of the few companies worldwide to develop and manufacture complete solar-powered systems. LEADSUN is one of the leaders in ‘All In One’ solar powered technology.",www.leadsun-us.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LED ONE CORPORATION, 9516511700,"12437 Bellegrave Ave Eastvale, CA 91752
USA",We see our company growing quickly and evolving with the latest technology on the market. We will continue to provide our customers with the best quality products as well as the best pricing. We plan to open new branches to further provide faster delivery times as well as convenience for local customers. We also will add specialty products to accommodate projects with specific requirements. LED One is increasing market share through transparent business practices in our relationships. We aim to gain traction in additional channels with reputable partners. LED One Corporation fits into the market by keeping up with the latest technology and continuously improving our products to function as needed in the constant changing industry. We work closely with our factories to make sure the quality of the product is exceptional and working flawlessly. We continue to provide as much information and detail about our products to our customers and try to come up with ways to simplify the process and installation time.,www.ledonecorp.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LED SMART, 6043854560,"18905 32 Ave Surrey, BC V3Z 1A7
Canada","We design, test and build LED lighting for some of the strictest, and most severe applications, so we know what it takes to produce a product that will stand up to the harshest environments. Along with our capacity to produce world class lighting products, LED SMART now specializes in complete lighting systems that integrate AI, IoT, and Mesh Networking to provide a complete project solution. Our control systems are developed with both wired and wireless capability, and our custom sensors work for both software and hardware applications. If you need your lighting to perform when it counts the most, LED SMART has you covered.",www.ledsmart.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LEDRA BRANDS, (714) 259-9959,"88 Maxwell Irvine, CA 92618
USA","Founded in 1993, LEDRAbrands is a market leader in innovative lighting solutions. Our portfolio of intelligent lighting systems, under Alphabet & Bruck Lighting, are designed, engineered, & manufactured in Irvine, CA. As a leader in innovation, we are committed to sustainability through technology and continue to make breakthroughs in performance, control, and visual comfort for architectural, commercial, and industrial lighting environments.",www.ledrabrands.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LEDTURE INC, 9093620988,"17301 West Colfax Avenue, Suite # 412 Golden, CO 80401
USA","Design & Manufacture LED fixtures for Sports Lighting, Airport Lighting, Port Lighting, Parking Lot and Industrial Lighting",www.ledture.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/ledture/posts/?feedView=all&viewAsMember=true'}"
LEDVANCE, (978) 753-5000,"200 Ballardvale St. Building 2 Wilmington, MA 01887
USA","LEDVANCE is one of the world's leading providers of lighting products and solutions for professional users and retail customers. In North America, LEDVANCE LLC offers SYLVANIA lighting products ranging from advanced LED lamps, traditional light sources, standardized luminaires, and connected lighting solutions. Trusted. Reliable. Quality. These are some of the words that describe SYLVANIA general lighting products, which have been known in the lighting industry for over 100 years",www.ledvanceUS.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LEHIGH ELECTRIC PRODUCTS CO., (610) 395-3386,"6265 Hamilton Blvd Allentown, PA 18106
USA","Lehigh manufactures lighting controls systems for theatrical and architectural applications. Systems are available to control reverse phase, forward phase, 0-10V, DMX, and RGB lighting sources for stand alone and integrated control applications.",www.lehighdim.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LIGHT EFFICIENT DESIGN, (847) 380-3540,"188 S. Northwest Hwy Suite 301 Cary, IL 60013
USA","LED screw-in retrofits, pin-base retrofits, retrofit kits, fixtures & work site lighting. Now introducing, breezEV electric vehicle chargers (Level 2) for all commercial & residential properties.",www.led-llc.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LIGHTS ON THE SPECTRUM, 215-260-8226,United States of America,Last year a grass roots initiative was kindled in the lighting industry. Folks came together to form a fundraising initiative called Lights on the Spectrum. It is a simple yet powerful idea…to inspire our colleagues in the lighting industry (those of us with careers that involve the Spectrum of Light) to help people who are on the Autism Spectrum.,https://lightsonthespectrum.org/,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LINMORE LED, 559-485-6010,"2360 S. Orange Avenue Fresno, CA 93725
USA","Linmore LED manufactures a broad portfolio of lighting solutions for most applications, from ultra-performance LED fixtures with multi-channel LED drivers and integrated wireless controls, to high-value LED products and retrofit kits.",www.linmoreled.com,"{'Facebook': '', 'Twitter': 'https://twitter.com/linmoreled', 'LinkedIn': 'https://www.linkedin.com/company/linmoreled/'}"
LIRON LIGHTING, (713) 263-3599,"10835 South Wilcrest Dr Suite C Houston, TX 72899
USA",We specialize in manufacturing well engineered and affordable LED lighting products for today's lighting experts.,www.lironlighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LITECO LIGHTING USA INC., 877-885-4832,"2325 South Sepulveda Los Angeles, CA 90064
United States of America","WELCOME TO LITECO LIGHTING. we are the premier source for your architectural led lighting. we have lumen flex, lumen power, lumen channel, to achieve all your lighting needs in residential, commercial, and hospitality projects. With award winning projects and innovative products you are set accomplish your project on time and meet your customer demands. we are here to grow together.",www.litecolighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LITON LIGHTING, (323) 904-0200,"5461 W Jefferson Blvd Los Angeles, CA 90016
USA","Offering specification-grade LED Downlights, Cylinders and modular Linear Solutions, LITON's various provides brands provide many solutions for Indoor and Outdoor Architectural Environments.",www.liton.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LLI ARCHITECTURAL LIGHTING, 8474124880,"1555 Barclay Rd Buffalo Grove, IL 60089
USA","LLI Architectural Lighting provides made-to-order linear LED lighting solutions. We design and manufacture surface, recessed, and suspended linear LED extrusions and systems. LLI serves specifiers as well as distributors and is known for budget-friendly pricing and fast turnaround time on quotes and delivery. Our customer focused engineering team is always ready to assist with job layouts. End-to-end support makes every customer’s experience amazing.",www.llialighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"LSI INDUSTRIES, INC.", 513-793-3200,"10000 Alliance Road Cincinnati, OH 45242
USA","LSI Industries, leading producer of lighting, graphics and technology solutions. Its indoor and outdoor products and services are valued by architects, engineers, distributors and contractors for their quality, reliability and innovation. The company’s products are used in automotive dealerships, petroleum stations, QSRs, grocery stores, retail establishments, sports venues, parking lots and garages, commercial and industrial buildings and more. www.lsicorp.com",www.LSICORP.com,"{'Facebook': 'https://www.facebook.com/LSIIndustries', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/lsi-industries/'}"
LSL 24/7 | HIGH5 LED, 267-982-2661,"415 Linwood Ave Bel Air, Maryland 21014
United States of America","LSL 24/7 and High5LED offer a complete line of life safety lighting and LED commercial and industrial lighting fixtures. We offer quality products, competitive pricing, and superior customer service to support our nationwide chain of Lighting Representatives. Every product is UL and/or ETL certified. Most High5LED products are DLC approved.",https://www.lsl247.com/,"{'Facebook': '', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/life-safety-lighting'}"
LTF TECHNOLOGY, 847-498-5832,"11966 Oak Creek Pkwy. Unit H Huntley, IL 60142
USA","LTF is driven by creativity & innovation with a passion for new product development. As a leading engineering company and manufacturer of OEM LED lighting components since 2007, LTF has served the Architectural, Commercial and Residential lighting Industries around the globe. The LTF team is committed to advanced engineering, innovative design and leading edge technologies to build the highest quality, most reliable and versatile lighting components on the market.",www.ltftechnology.com,"{'Facebook': 'https://www.facebook.com/LTFtechnology', 'Twitter': 'https://twitter.com/LTFtechnology', 'LinkedIn': 'https://www.linkedin.com/company/ltf-technology'}"
"LTI OPTICS, LLC", (720) 891-0030,"10850 Dover St., Suite 300 Westminster, CO 80021
USA","LTI Optics provides the Photopia optical design software, allowing optical and mechanical engineers the opportunity to virtually prototype and design optical systems directly inside their CAD systems.",www.ltioptics.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LUMENBUILDER, (951) 465-8636,"Orlando, Florida
United States of America","LumenBuilder leads the way with innovative cloud-based products, capable of being used on any platform, to support and enhance the sales process for Agents and Distributors. We bring emergent technologies to the forefront of the lighting industry, merging SSL complexities with data management solutions, accelerating the ability to reimagine lighting schedules with ease.",www.lumenbuilder.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LUMENTRUSS, 5144481574,"9221 rue Edison Anjou, Quebec H1J 1T4
Canada","Lumentruss is a company specializing in light-emitting diode (LED) technology installed in aluminum profiles. Our Montreal-based company manufactures and distributes a wide range of LED lighting design products worldwide. Our story is one of impressive evolution and establishing a relationship of trust with our customers. The reputation of the company is forged thanks to each quality project realized in collaboration with our agents. We are proud to develop products on which our collaborator can count on for maximum performance and built with quality materials for years of durability. Based on solid technical knowledge, Lumentruss continually develops innovative products to meet everyone’s needs.",www.lumentruss.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LUMILEDS, (408) 964-2900,"370 W Trimble Rd San Jose, CA 95131
USA","Lumileds is a global leader in OEM and aftermarket automotive lighting and accessories, camera flash for mobile devices, MicroLED, and light sources for general illumination, horticulture, and human-centric lighting. Our LED portfolio includes the broadest range of colors, mid-power and high-power LEDs, CoBs, and arrays and modules to serve virtually all illumination and illuminance applications. We work with our customers to create unique solutions and to deliver never before possible solutions for lighting, safety, and well-being.",www.lumileds.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LUMUX LIGHTING, 3102708535,"7803 Industry Ave. Pico Rivera, California 90660
United States of America","Lumux is a California based company specializing in Architectural Luminaries. The company was founded by an electrical engineer with extensive experience in testing electronic systems & sub-systems in defense & combat related applications. Our Mission Statement: ""To manufacture the highest grade of Architectural Luminaries with superb functionality."" Lumux is dedicated to providing the design and engineering industries with new products and cutting-edge design that utilizes the latest in energy-saving light sources. We are committed to providing an expeditious ordering and delivery system and unprecedented, long term customer satisfaction.",http://www.lumux.com/,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LUX DYNAMICS, (775) 200-0707,"1350 Capital Blvd. Reno, NV 89502
USA",,www.luxdynamics.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
LYTEI,//www.lytei.com/,"2444 N Washington St Suite 100 Denver, CO 80205
United States of America","At Lytei, we are master storytellers. Founded in 2019, our digital hub for education, inspiration and entertainment engages thousands of lighting professionals on a daily basis. We celebrate each aspect of the industry—collaborating directly with top leaders, organizations, designers, and manufacturers to tell their stories—because after all, they are what make the lighting industry great.",https://www.lytei.com/,"{'Facebook': 'https://www.facebook.com/lyteidea', 'Twitter': 'https://twitter.com/Lyte_i', 'LinkedIn': 'https://www.linkedin.com/company/35657664/'}"
MADRIX LIGHTING CONTROL, 49 351 862 6869 0,"Wiener Straße 56 Dresden, Saxo 01219
DE","LED lighting is exceptionally multifaceted. It can be dramatically dynamic, calmingly smooth, or completely static. A creative vision and stunning lighting design ultimately requires the right solution. The MADRIX range of software and hardware solutions includes state-of-the-art tools for easy configuration, automatic health monitoring, and creative lighting control. All around the world amazing LED projects in entertainment, live productions, and architainment are brought to life thanks to high-quality, professional tools made in Germany.",www.madrix.com,"{'Facebook': 'https://www.facebook.com/MADRIX.DE', 'Twitter': 'https://www.twitter.com/MADRIX', 'LinkedIn': 'https://www.linkedin.com/company/madrix/'}"
MAGTECH INDUSTRIES CORP, (702) 364-9998,"5625 Arville Street, Suite A Las Vegas, United States 89118
USA","Magtech Industries provides you with high-quality LED lighting solutions. From drivers to cutting edge wireless emergency egress devices, our enhanced production facilities ensure all of your products are certified, quality checked, and arrive in excellent condition, on time. Established in 1988, with our global headquarters in Las Vegas Nevada, Magtech understands superior customer service, value and technical support is the key to success.",www.magtechind.com,"{'Facebook': 'https://www.facebook.com/Magtechindustries', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/magtech-industries-corporation/mycompany/?viewAsMember=true'}"
"MCWONG INTERNATIONAL, INC.", (916) 371-8080,"1921 Arena Blvd. Sacramento, CA 95834
USA","For 35+ years, McWong has produced superior lighting controls and related electrical power and protection components. Now, McWong is engineering advanced lighting control and IoT solutions based on Bluetooth mesh for today’s rapidly changing marketplace. With advanced design and manufacturing facilities, McWong offers robust solutions for specifiers, designers, contractors, ESCOs and facility managers as well as extensive component choices for OEMs.",http://mcwonginc.com/,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
METEOR LIGHTING, (213) 255-2060,"1300 John Reed Court City of Industry, CA 91745
USA","Meteor was founded in City of Industry, California and our vision is to Inspire the Spaces Around Us. We do that through our product design philosophy which is “Pure Brilliance”. A motto that means we combine performance, aesthetics, and technology into all our products.",www.meteor-lighting.com,"{'Facebook': 'https://www.facebook.com/MeteorLightingLED/', 'Twitter': 'https://twitter.com/meteorlighting', 'LinkedIn': 'https://www.linkedin.com/company/meteor-lighting/'}"
"MIRUS LIGHTING, INC", 9097205800,"9120 Center Ave. Rancho Cucamonga, CA - California 91730
USA",,www.miruslighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
MODERN FORMS, 866-810-6615,"44 Harbor Park Drive Port Washington, NY 11050","Modern Forms brings intelligent luxury and revolutionary design to the discerning design community. All-LED Luminaires and Smart Fans seize upon breakthrough technology and elevated design trends to illuminate and refresh your space. Created with the best LED tech and upscale materials, silent DC motors and an exclusive App designed for smart integration and cloud-based personalized controls, the Modern Forms story is progressive and refined in both function and form.",www.modernforms.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"MODULAR INTERNATIONAL, INC.", (412)7345210,"3941 California Avenue Pittsburgh, PA 15212
USA","We are a specialty lighting company celebrating 35 years we design and manufacture innovative and architectural lighting products. We offer uncompromising elegance with superior visual effects. We excel in the development of distinctive, customizable lighting systems for commercial and residential applications along with holding various domestic and international patents and trademarks to accommodate their designs.",www.modularinternational.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"MP LIGHTING, INC.", (604) 708-1184,"16 West 4th Avenue Vancouver, BC V5Y 1G3
CA","MP Lighting specializes in manufacturing specification-grade architectural LED fixtures, as well as Low Voltage, Line Voltage, and Multi-Circuit Track Systems. Established in 1994, MP Lighting is a Canadian owned and operated company with headquarters in Vancouver, BC. Products are suited for commercial, institutional, industrial, hospitality, and residential applications.",www.mplighting.com,"{'Facebook': 'https://www.facebook.com/MPLighting', 'Twitter': 'https://twitter.com/mplighting', 'LinkedIn': ''}"
MW LIGHTING, 909-972-6777,"17578 Rowland St. City of Industry, CA 91748
United States of America","MW Lighting is a California based company that focuses on developing modern and reliable lighting products. Our products have been tested to comply with industry standards and all our products are Energy Star, UL and ETL rated.",http://www.mwledlighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
MYERS EMERGENCY POWER SYSTEMS, 6108683500,"44 S Commerce Way 44 S Commerce Way Bethlehem, PA 18017
USA","Myers Emergency Power Systems is a leading designer & manufacturer of highly engineered backup power technology for emergency lighting, traffic, rail, and broadband. We proudly design and manufacture our equipment in-house, and are dedicated to providing customers in mission critical industries with solutions that meet or surpass industry standards!",www.myerseps.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
NACLIQ,nacliq.org,United States of America,"The North American Coalition of Lighting Industry Queers exists as a hub for advocacy, mutual support, networking, socializing, and sharing information about our industry. NACLIQ (pronounced NAY-click) welcomes all LGBTQIA+ people and their allies to join this safe space to discuss important LGBTQIA+ issues, and to look at more lighting-centered topics from a queer perspective.",nacliq.org,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
NAILD, 201-555-0123,"2885 Country Drive Suite 140 St. Paul, MN 55117
United States of America","National Association of Innovative Lighting Distributors - https://naild.org/ - NAILD is a national, nonprofit trade association driving lighting innovation through networking and education. Since 1977 our mission has been to provide our members with tools, resources and opportunities to grow their businesses profitably.",https://naild.org/,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
NALMCO, 515-334-1064,"1255 SW Prairie Trail Parkway Ankeny, IA 50023
USA","NALMCO offers the Certified Lighting Management Consultant (CLMC), Certified Lighting Controls Professional (CLCP), Certified Apprentice Lighting Technician (CALT) and Certified Senior Lighting Technician training programs.",nalmco.org,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
NATIONAL LIGHTING BUREAU, 615-379-7707,"1726-C General George Patton Dr. Brentwood, TN 37067
USA","The NLB is a not-for-profit organization founded in 1976 to educate lighting decision-makers about the benefits of High-Benefit Lighting®. The NLB is sponsored by professional societies, trade associations, manufacturers, unions, utilities, and agencies of the federal government.",nlb.org,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
NEXGEN POWER SYSTEMS, (415) 862-0505,"3151 Jay Street, Suite 201 Santa Clara, CA 95054
United States of America","NexGen Power Systems, the premier vertically integrated power electronics company, designs, develops, and manufactures innovative power conversion systems with its revolutionary Vertical GaN™ semiconductor technology. Our smaller, lighter, and more efficient power systems make possible the next generation of power conversion and power generation and accelerate the transition to cleaner and renewable energy. NexGen is headquartered in Santa Clara, California with its Vertical GaN™️ fabrication facility in Syracuse, New York, and a Center of Excellence for System Engineering, Marketing, and Systems Applications in Bengaluru, India. Sales offices are in China, Japan, and South Korea.",https://nexgenpowersystems.com,"{'Facebook': '', 'Twitter': 'https://twitter.com/NexgenPower', 'LinkedIn': 'https://www.linkedin.com/company/nexgen-power-systems'}"
NICHIA AMERICA CORPORATION, (248) 349-9800,"48561 Alpha Drive, Suite 100 Wixom, MI 48393
USA","Having ‘Ever Researching for a Brighter World’ as a motto, NICHIA takes great pride in being the technology leader and world’s largest LED manufacturer. Founded in 1956 as a specialist chemical producer, NICHIA quickly became the leader in luminescent materials (phosphors). Nichia later developed and commercialized the first high brightness blue LED in 1993 and the first white LED in 1996. Additional nitride-based LEDs in various colors were developed, including ultraviolet and visible laser diodes. NICHIA believes that its products will remain at the forefront of energy efficient solutions throughout the world for years to come. NICHIA will continue to be a company that makes contributions to the world by evolving its original and unique technologies and ‘Ever Researching for a Brighter World’.",www.nichia.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/nichia-corporation/'}"
"NICOLAUDIE AMERICA, INC.", (786) 543-7225,"8751 Commodity Circle, Suite #8 Orlando, FL 32819
USA","Nicolaudie America offers innovative and advanced lighting control solutions for architectural and entertainment lighting applications. As a member of Nicolaudie Group, we benefit from years of research and development in architectural and entertainment lighting control.",www.nicolaudie.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
NICOR LIGHTING, (800) 821-6283,"2200 Midtown Place NE Albuquerque, NM 87107
USA","Headquartered in Albuquerque, New Mexico and with a nationwide distribution network, NICOR has manufactured innovative lighting solutions for over forty years. We build dependable products for residential, commercial, industrial, and enterprise-level lighting applications and specialize in functional LED technology for both indoor and outdoor spaces. NICOR is built around providing more than just high-quality, reliable products, we also believe in building a trusted relationship with our customers. For that reason, NICOR provides a number of customized services and support to ensure every project goes as planned. Give us a call and find out how we can bring your project to light.",www.nicorlighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
NLS LIGHTING, (310) 341-2037,"701 Kingshill Place Carson, CA 90746
United States of America","NLS Lighting, LLC is a fast-growing commercial outdoor LED lighting manufacturing company located in California. Our products feature NLS' Dark Sky compliant and Full Cut off patented Star Power optical technology, recessed optics, that exceed IES required light levels utilizing the least amount of energy. Our qualified team of outdoor lighting experts stand behind Intelligent Light + Performance®.",https://nlslighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
NORA LIGHTING, (800) 686-6672,"6505 Gayhart St Commerce, CA 90040
USA","For over 30 years, Nora Lighting have been a leading manufacturer of luminaires for residential, commercial and institutional applications, including hospitality, retail and healthcare facilities. Nora is known as a pioneer in the development and introduction of LED products and features the industry’s most comprehensive lines of LED downlights, LED track and rail fixtures, LED pendants, LED tape lights, LED linear luminaires and more. Nora Lighting is a leading manufacturer of LED luminaires for residential, commercial, and institutional applications, including hospitality, retail, and healthcare facilities. Nora is known as a pioneer in the development and introduction of LED products and features the industry’s most comprehensive lines of LED downlights, LED track and rail fixtures, LED pendants, LED tape lights, LED linear luminaires and more.",www.noralighting.com,"{'Facebook': 'https://www.facebook.com/noralighting/', 'Twitter': 'https://www.twitter.com/NoraLighting', 'LinkedIn': 'https://www.linkedin.com/company/nora-lighting-inc-'}"
NOVA FLEX LED, (800) 595-6302,"2789 Clearwater Rd Suite X St. Cloud, MN 56301
USA","Experience the WOW factor! We make lighting easy and deliver in 4 days or less, including quotes and complimentary layouts in under 48 hours. All of our LED products are customized and ship, ready-to-install — we have inventory! Skip the wait and the worry. Nova Flex gives you the quality lighting you need from spec-grade LED strip lighting and flex neon to RGBW floods and downlights to tackle even the most complex architectural projects.",www.novaflexled.com,"{'Facebook': 'https://www.facebook.com/NovaFlexLed/', 'Twitter': 'https://twitter.com/NovaFlexLED?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'LinkedIn': 'https://www.linkedin.com/company/nova-flex/'}"
NYX HEMERA TECHNOLOGIES, 418-977-7798,"875 Charest Ouest suite 210 suite 100 Québec, Québ G1N 2C9
CA","Nyx Hemera Technologies offers outdoor lighting control for places where other wireless (RF or Wi Fi) cannot be used either for security or ware blocking environments such as road tunnels, underpasses, power plants, commercial seaports, detention center, etc. Nyx Hemera uses power line communication for its TLACS control solutions. TLACS come in 3 different versions: TLACS-EM for road tunnel, TLACS-U for underpasses or short tunnels and TLACS-A for areas. TLACS has been installed in over 100 infrastructures all around the world but mainly in the US.",www.nyx-hemera.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"OASIS - INGEN SOFTWARE, INC.", (501) 843-6750,"3022 Hwy 367 South Cabot, AR 72023
USA","Leading provider of business management software for lighting agencies, distributers, and manufacturers. linktr.ee/OASISSALESSOFTWARE",www.oasissalessoftware.com,"{'Facebook': 'https://linktr.ee/OASISSALESSOFTWARE', 'Twitter': 'https://linktr.ee/OASISSALESSOFTWARE', 'LinkedIn': 'https://linktr.ee/OASISSALESSOFTWARE'}"
OMNIFY LIGHTING, 9054740555,"2700 John Street Markham, Ontario L3R 2w4
Canada","Illuminating creativity. Omnify is a global leader in innovative, customized backlighting solutions for B2B customers for over 20 years. We are a team of passionate and dedicated customer experience specialists, engineers and designers focused on developing the right tailored solution to meet your exact design specifications. We partner with the World’s Top Retailers, Architects and Designers, Agencies and Millworkers to collaboratively develop products and services to help them creatively lead with unique illumination solutions.",https://omnify.lighting/,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"OPTICOLOR, INC.", (714) 893-8839,"15281 Graham Street Huntington Beach, CA 92649
USA","Custom compounder of high quality plastic material supporting the lighting industry. Light diffusing materials with high LT and superior diffusion, textured acrylic and PC, matte, gloss, reflective whites, and black/white for extruded and injection molded lighting applications. 5-10 lead-times for custom materials, quick color matches and product development, competitive prices, and a skilled tech team to help formulate custom material specifically for your application.",www.opticolorinc.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
ORE LIGHTING, 346-874-7955,"820 Summer Park Dr Suite 650 Stafford, TX 77477
USA","ORE LIGHTINGS MISSION is to provide the highest quality, best service, competitive pricing, and continuous improvement and innovation of superior LED lighting to meet our customers' demands. We are unique to the commercial lighting industry as we offer a complete product including design, lights, poles, installation, and money-saving LED solutions.",www.orelighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
ORIGAMX BY THE BLACK TANK, (978) 619-0044,"147 Essex St Haverhill, MA 1832
USA","OrigamX by the Black Tank is designed for creative lighting designers and innovative architects that wish to harness the dynamism of entertainment and theatrical luminaires in architectural applications. OrigamX is the Black Tank’s architectural lighting system and product line. Black Tank is an LED tech company focused on specification and theatrical grade product development. In partnership with Rosco Labs, we released the Cube Family which have been used around the world in Museums to light priceless art, critical theatrical environments such as Cirque De Soleil and on Broadway, and to replace traditional fixtures in dynamic architectural installations. The OrigamX Light Engine is the culmination of all our experience, 18 months of R&D along with feedback from industry leading LDs, architects, and engineers. The name OrigamX is derived from its patented “X” shaped light engine, folded into the Medi-O’s compact housing.",https://origamx.com/,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
"ORION ENERGY SYSTEMS, INC.", (800) 660-9340,"2210 Woodland Drive Manitowoc, WI 54220
USA","Orion provides innovative LED lighting systems and turnkey project implementation including installation and commissioning of fixtures, controls and IoT systems, as well as ongoing system maintenance and program management. We help our customers achieve energy savings with healthy, safe and sustainable solutions, enabling them to reduce their carbon footprint and digitize their business.",www.orionlighting.com,"{'Facebook': 'https://www.facebook.com/OrionEnergySystems1/', 'Twitter': 'https://twitter.com/orionlighting', 'LinkedIn': 'https://www.linkedin.com/company/orion-energy-systems-inc-'}"
OVERDRIVE LIGHTING, 9737735252,"311 Rt 46West, Suite A FAIRFIELD, USA 07004
USA",OVERDRIVE brand is distributed in the United States by Global Consumer Products Inc. The office and warehouse facility is New Jersey. The team has over 30 years of experience dedicated to Energy Efficient lighting and supply chain management. OVERDRIVE has an in house fully equipped R&D and laboratory and a latest state of the art manufacturing facility. OVERDRIVE brings an extensive range of efficient and innovative LED products as Lighting solution. Our commitment is to Outperform & Outlast your expectations.,www.overdrive-lighting.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
OXYGEN, 877-607-0202,"201 Railhead Rd Fort Worth, TX 76106
USA","Oxygen provides statement-making lighting and ceiling fan solutions for any commercial or multi-family application. We take pride in bringing a sleek and sophisticated aesthetic to any setting. Oxygen has carved its own path in differentiating its unique style of products. The brand’s vision is to create refreshing, modern fixtures that stand out as uniquely ours.",www.oxygenlighting.com,"{'Facebook': 'http://www.facebook.com/oxygeno2lighting', 'Twitter': '', 'LinkedIn': 'https://www.linkedin.com/company/oxygen-lighting'}"
PACLIGHTS, 800-988-6386,"PO BOX 928 Chino Hills, CA 91709
USA",PacLights is a Commercial and Industrial Lighting Fixtures Manufacturer.,www.paclights.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
PENDANT SYSTEMS, (215) 638-8552,"1670 Winchester Road Bensalem, PA 19020
USA","Pendant Systems is a manufacture of Suspension Systems for LED Lighting. We supply Stem, Cord, and Cable pendant mounting types and specialize in creating custom kits to suit customers' needs. We also offer a vast suppy of various power cords for the Lighting industry and can ship bulk, cut to length or in feed kits to suit.",www.pendantsystems.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
PERFECT POWER SYSTEMS, (800) 786-6915,"14000 S. Broadway Los Angeles, CA 90061
USA",,www.perfectpowersystems.com,"{'Facebook': '', 'Twitter': '', 'LinkedIn': ''}"
